Provider,PotentialFraud,inp_claim_count,inp_total_reimb,inp_mean_reimb,inp_unique_bene,outp_claim_count,outp_total_reimb,outp_mean_reimb,outp_unique_bene,total_claim_count,total_reimb,total_unique_bene,claims_per_bene,inp_to_outp_ratio
PRV51305,No,10.0,94000.0,9400.0,8.0,,,,,10.0,94000.0,8.0,1.1111111111111112,10.0
PRV51306,No,,,,,3.0,1720.0,573.3333333333334,2.0,3.0,1720.0,2.0,1.0,0.0
PRV51307,No,,,,,1.0,200.0,200.0,1.0,1.0,200.0,1.0,0.5,0.0
PRV51308,No,,,,,1.0,1700.0,1700.0,1.0,1.0,1700.0,1.0,0.5,0.0
PRV51309,No,,,,,1.0,80.0,80.0,1.0,1.0,80.0,1.0,0.5,0.0
PRV51311,No,1.0,4000.0,4000.0,1.0,1.0,200.0,200.0,1.0,2.0,4200.0,2.0,0.6666666666666666,0.5
PRV51312,No,4.0,19000.0,4750.0,3.0,1.0,20.0,20.0,1.0,5.0,19020.0,4.0,1.0,2.0
PRV51313,No,,,,,3.0,350.0,116.66666666666667,2.0,3.0,350.0,2.0,1.0,0.0
PRV51314,No,,,,,3.0,70.0,23.333333333333332,2.0,3.0,70.0,2.0,1.0,0.0
PRV51315,No,,,,,1.0,30.0,30.0,1.0,1.0,30.0,1.0,0.5,0.0
PRV51316,No,2.0,9000.0,4500.0,2.0,,,,,2.0,9000.0,2.0,0.6666666666666666,2.0
PRV51318,No,1.0,4000.0,4000.0,1.0,,,,,1.0,4000.0,1.0,0.5,1.0
PRV51322,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51323,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51324,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51325,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51326,No,,,,,4.0,400.0,100.0,1.0,4.0,400.0,1.0,2.0,0.0
PRV51327,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51328,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51329,No,,,,,4.0,150.0,37.5,4.0,4.0,150.0,4.0,0.8,0.0
PRV51330,No,,,,,1.0,400.0,400.0,1.0,1.0,400.0,1.0,0.5,0.0
PRV51331,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51334,No,1.0,10000.0,10000.0,1.0,,,,,1.0,10000.0,1.0,0.5,1.0
PRV51335,No,,,,,8.0,3220.0,402.5,3.0,8.0,3220.0,3.0,2.0,0.0
PRV51336,No,9.0,110000.0,12222.222222222223,9.0,7.0,2350.0,335.7142857142857,7.0,16.0,112350.0,16.0,0.9411764705882353,1.125
PRV51337,Yes,17.0,142000.0,8352.941176470587,16.0,15.0,5600.0,373.3333333333333,15.0,32.0,147600.0,31.0,1.0,1.0625
PRV51338,Yes,4.0,41000.0,10250.0,4.0,5.0,700.0,140.0,5.0,9.0,41700.0,9.0,0.9,0.6666666666666666
PRV51340,No,,,,,10.0,1110.0,111.0,10.0,10.0,1110.0,10.0,0.9090909090909091,0.0
PRV51341,No,,,,,1.0,20.0,20.0,1.0,1.0,20.0,1.0,0.5,0.0
PRV51342,No,16.0,155000.0,9687.5,16.0,15.0,1520.0,101.33333333333333,14.0,31.0,156520.0,30.0,1.0,1.0
PRV51344,No,1.0,9000.0,9000.0,1.0,6.0,650.0,108.33333333333333,6.0,7.0,9650.0,7.0,0.875,0.14285714285714285
PRV51345,No,,,,,3.0,90.0,30.0,3.0,3.0,90.0,3.0,0.75,0.0
PRV51346,No,2.0,21000.0,10500.0,2.0,14.0,3850.0,275.0,13.0,16.0,24850.0,15.0,1.0,0.13333333333333333
PRV51347,Yes,,,,,140.0,23690.0,169.21428571428572,67.0,140.0,23690.0,67.0,2.0588235294117645,0.0
PRV51348,No,13.0,110000.0,8461.538461538461,13.0,2.0,70.0,35.0,2.0,15.0,110070.0,15.0,0.9375,4.333333333333333
PRV51349,No,2.0,10000.0,5000.0,2.0,1.0,0.0,0.0,1.0,3.0,10000.0,3.0,0.75,1.0
PRV51350,No,15.0,92000.0,6133.333333333333,14.0,17.0,5030.0,295.88235294117646,17.0,32.0,97030.0,31.0,1.0,0.8333333333333334
PRV51351,No,,,,,1.0,50.0,50.0,1.0,1.0,50.0,1.0,0.5,0.0
PRV51352,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51353,No,2.0,27000.0,13500.0,2.0,1.0,100.0,100.0,1.0,3.0,27100.0,3.0,0.75,1.0
PRV51354,No,1.0,10000.0,10000.0,1.0,1.0,200.0,200.0,1.0,2.0,10200.0,2.0,0.6666666666666666,0.5
PRV51355,No,7.0,52000.0,7428.571428571428,6.0,4.0,250.0,62.5,4.0,11.0,52250.0,10.0,1.0,1.4
PRV51356,No,10.0,89000.0,8900.0,10.0,7.0,1000.0,142.85714285714286,7.0,17.0,90000.0,17.0,0.9444444444444444,1.25
PRV51357,Yes,9.0,122000.0,13555.555555555555,9.0,11.0,2870.0,260.90909090909093,10.0,20.0,124870.0,19.0,1.0,0.75
PRV51358,No,6.0,50000.0,8333.333333333334,6.0,2.0,200.0,100.0,2.0,8.0,50200.0,8.0,0.8888888888888888,2.0
PRV51360,No,7.0,69000.0,9857.142857142857,7.0,2.0,1990.0,995.0,2.0,9.0,70990.0,9.0,0.9,2.3333333333333335
PRV51361,No,,,,,1.0,40.0,40.0,1.0,1.0,40.0,1.0,0.5,0.0
PRV51362,No,3.0,70000.0,23333.333333333332,3.0,3.0,270.0,90.0,3.0,6.0,70270.0,6.0,0.8571428571428571,0.75
PRV51363,No,,,,,1.0,30.0,30.0,1.0,1.0,30.0,1.0,0.5,0.0
PRV51364,No,4.0,41000.0,10250.0,4.0,,,,,4.0,41000.0,4.0,0.8,4.0
PRV51366,No,,,,,6.0,210.0,35.0,5.0,6.0,210.0,5.0,1.0,0.0
PRV51368,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51369,Yes,,,,,113.0,29290.0,259.20353982300884,65.0,113.0,29290.0,65.0,1.7121212121212122,0.0
PRV51371,No,7.0,62000.0,8857.142857142857,7.0,1.0,10.0,10.0,1.0,8.0,62010.0,8.0,0.8888888888888888,3.5
PRV51376,No,,,,,8.0,560.0,70.0,8.0,8.0,560.0,8.0,0.8888888888888888,0.0
PRV51377,No,2.0,45000.0,22500.0,2.0,5.0,200.0,40.0,5.0,7.0,45200.0,7.0,0.875,0.3333333333333333
PRV51378,Yes,58.0,600000.0,10344.827586206897,46.0,4.0,1210.0,302.5,4.0,62.0,601210.0,50.0,1.2156862745098038,11.6
PRV51379,No,1.0,3000.0,3000.0,1.0,,,,,1.0,3000.0,1.0,0.5,1.0
PRV51380,No,4.0,51000.0,12750.0,4.0,,,,,4.0,51000.0,4.0,0.8,4.0
PRV51382,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51383,No,6.0,44000.0,7333.333333333333,6.0,2.0,90.0,45.0,2.0,8.0,44090.0,8.0,0.8888888888888888,2.0
PRV51386,No,,,,,22.0,3550.0,161.36363636363637,13.0,22.0,3550.0,13.0,1.5714285714285714,0.0
PRV51387,No,8.0,57000.0,7125.0,8.0,1.0,10.0,10.0,1.0,9.0,57010.0,9.0,0.9,4.0
PRV51388,No,10.0,135000.0,13500.0,10.0,1.0,5300.0,5300.0,1.0,11.0,140300.0,11.0,0.9166666666666666,5.0
PRV51389,No,13.0,92000.0,7076.923076923077,13.0,1.0,10.0,10.0,1.0,14.0,92010.0,14.0,0.9333333333333333,6.5
PRV51390,Yes,92.0,770600.0,8376.08695652174,83.0,8.0,940.0,117.5,8.0,100.0,771540.0,91.0,1.0869565217391304,10.222222222222221
PRV51391,No,8.0,56500.0,7062.5,8.0,7.0,1210.0,172.85714285714286,7.0,15.0,57710.0,15.0,0.9375,1.0
PRV51392,No,,,,,1.0,90.0,90.0,1.0,1.0,90.0,1.0,0.5,0.0
PRV51393,Yes,53.0,604000.0,11396.22641509434,43.0,49.0,18440.0,376.3265306122449,18.0,102.0,622440.0,61.0,1.6451612903225807,1.06
PRV51394,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51395,No,,,,,1.0,50.0,50.0,1.0,1.0,50.0,1.0,0.5,0.0
PRV51396,No,3.0,11000.0,3666.6666666666665,3.0,4.0,580.0,145.0,4.0,7.0,11580.0,7.0,0.875,0.6
PRV51397,No,,,,,7.0,8210.0,1172.857142857143,7.0,7.0,8210.0,7.0,0.875,0.0
PRV51398,No,,,,,6.0,1090.0,181.66666666666666,5.0,6.0,1090.0,5.0,1.0,0.0
PRV51399,Yes,45.0,527000.0,11711.111111111111,41.0,8.0,610.0,76.25,8.0,53.0,527610.0,49.0,1.06,5.0
PRV51401,Yes,6.0,59000.0,9833.333333333334,6.0,3.0,180.0,60.0,3.0,9.0,59180.0,9.0,0.9,1.5
PRV51403,No,6.0,165000.0,27500.0,6.0,7.0,820.0,117.14285714285714,6.0,13.0,165820.0,12.0,1.0,0.75
PRV51404,No,,,,,11.0,1170.0,106.36363636363636,11.0,11.0,1170.0,11.0,0.9166666666666666,0.0
PRV51405,No,,,,,5.0,1400.0,280.0,5.0,5.0,1400.0,5.0,0.8333333333333334,0.0
PRV51406,No,5.0,68000.0,13600.0,5.0,2.0,2150.0,1075.0,2.0,7.0,70150.0,7.0,0.875,1.6666666666666667
PRV51408,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51409,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51410,Yes,,,,,36.0,8190.0,227.5,15.0,36.0,8190.0,15.0,2.25,0.0
PRV51412,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51414,No,2.0,20000.0,10000.0,2.0,4.0,500.0,125.0,4.0,6.0,20500.0,6.0,0.8571428571428571,0.4
PRV51415,No,6.0,41000.0,6833.333333333333,6.0,6.0,4090.0,681.6666666666666,5.0,12.0,45090.0,11.0,1.0,0.8571428571428571
PRV51416,No,,,,,3.0,590.0,196.66666666666666,3.0,3.0,590.0,3.0,0.75,0.0
PRV51418,No,9.0,48000.0,5333.333333333333,9.0,5.0,1020.0,204.0,5.0,14.0,49020.0,14.0,0.9333333333333333,1.5
PRV51419,No,,,,,2.0,60.0,30.0,2.0,2.0,60.0,2.0,0.6666666666666666,0.0
PRV51421,Yes,50.0,478000.0,9560.0,49.0,3.0,1160.0,386.6666666666667,3.0,53.0,479160.0,52.0,1.0,12.5
PRV51422,No,3.0,32000.0,10666.666666666666,3.0,1.0,700.0,700.0,1.0,4.0,32700.0,4.0,0.8,1.5
PRV51423,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51424,No,,,,,3.0,1750.0,583.3333333333334,3.0,3.0,1750.0,3.0,0.75,0.0
PRV51425,No,2.0,8000.0,4000.0,2.0,2.0,100.0,50.0,2.0,4.0,8100.0,4.0,0.8,0.6666666666666666
PRV51426,Yes,4.0,77000.0,19250.0,4.0,7.0,1290.0,184.28571428571428,6.0,11.0,78290.0,10.0,1.0,0.5
PRV51427,No,2.0,13000.0,6500.0,2.0,4.0,1720.0,430.0,4.0,6.0,14720.0,6.0,0.8571428571428571,0.4
PRV51428,No,2.0,17000.0,8500.0,2.0,1.0,200.0,200.0,1.0,3.0,17200.0,3.0,0.75,1.0
PRV51429,No,,,,,1.0,30.0,30.0,1.0,1.0,30.0,1.0,0.5,0.0
PRV51430,No,10.0,103000.0,10300.0,10.0,6.0,2840.0,473.3333333333333,6.0,16.0,105840.0,16.0,0.9411764705882353,1.4285714285714286
PRV51431,No,19.0,178000.0,9368.421052631578,16.0,2.0,90.0,45.0,2.0,21.0,178090.0,18.0,1.105263157894737,6.333333333333333
PRV51432,No,7.0,56000.0,8000.0,7.0,4.0,200.0,50.0,4.0,11.0,56200.0,11.0,0.9166666666666666,1.4
PRV51433,Yes,,,,,97.0,21790.0,224.63917525773195,61.0,97.0,21790.0,61.0,1.564516129032258,0.0
PRV51434,Yes,11.0,131000.0,11909.09090909091,11.0,7.0,1670.0,238.57142857142858,7.0,18.0,132670.0,18.0,0.9473684210526315,1.375
PRV51435,No,4.0,21000.0,5250.0,4.0,,,,,4.0,21000.0,4.0,0.8,4.0
PRV51436,No,17.0,130000.0,7647.058823529412,17.0,10.0,1680.0,168.0,10.0,27.0,131680.0,27.0,0.9642857142857143,1.5454545454545454
PRV51437,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51438,No,2.0,15000.0,7500.0,2.0,,,,,2.0,15000.0,2.0,0.6666666666666666,2.0
PRV51439,No,,,,,4.0,150.0,37.5,4.0,4.0,150.0,4.0,0.8,0.0
PRV51440,No,2.0,22000.0,11000.0,2.0,5.0,5160.0,1032.0,5.0,7.0,27160.0,7.0,0.875,0.3333333333333333
PRV51441,No,,,,,7.0,2870.0,410.0,7.0,7.0,2870.0,7.0,0.875,0.0
PRV51442,No,1.0,21000.0,21000.0,1.0,,,,,1.0,21000.0,1.0,0.5,1.0
PRV51443,No,1.0,4000.0,4000.0,1.0,3.0,1830.0,610.0,3.0,4.0,5830.0,4.0,0.8,0.25
PRV51444,No,1.0,18000.0,18000.0,1.0,4.0,2770.0,692.5,4.0,5.0,20770.0,5.0,0.8333333333333334,0.2
PRV51446,No,5.0,31000.0,6200.0,5.0,2.0,180.0,90.0,2.0,7.0,31180.0,7.0,0.875,1.6666666666666667
PRV51447,Yes,11.0,199000.0,18090.909090909092,11.0,9.0,5240.0,582.2222222222222,9.0,20.0,204240.0,20.0,0.9523809523809523,1.1
PRV51448,No,6.0,40000.0,6666.666666666667,6.0,2.0,30.0,15.0,2.0,8.0,40030.0,8.0,0.8888888888888888,2.0
PRV51449,No,8.0,62000.0,7750.0,8.0,,,,,8.0,62000.0,8.0,0.8888888888888888,8.0
PRV51451,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51453,No,,,,,1.0,80.0,80.0,1.0,1.0,80.0,1.0,0.5,0.0
PRV51454,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51455,No,6.0,70800.0,11800.0,6.0,4.0,310.0,77.5,4.0,10.0,71110.0,10.0,0.9090909090909091,1.2
PRV51456,No,67.0,619490.0,9246.119402985074,62.0,1.0,60.0,60.0,1.0,68.0,619550.0,63.0,1.0625,33.5
PRV51458,No,,,,,4.0,750.0,187.5,4.0,4.0,750.0,4.0,0.8,0.0
PRV51459,Yes,,,,,586.0,178860.0,305.22184300341297,210.0,586.0,178860.0,210.0,2.7772511848341233,0.0
PRV51460,No,9.0,75000.0,8333.333333333334,8.0,32.0,9480.0,296.25,31.0,41.0,84480.0,39.0,1.025,0.2727272727272727
PRV51462,No,,,,,1.0,50.0,50.0,1.0,1.0,50.0,1.0,0.5,0.0
PRV51464,No,,,,,4.0,770.0,192.5,4.0,4.0,770.0,4.0,0.8,0.0
PRV51465,No,1.0,3000.0,3000.0,1.0,,,,,1.0,3000.0,1.0,0.5,1.0
PRV51466,No,3.0,14000.0,4666.666666666667,3.0,6.0,950.0,158.33333333333334,5.0,9.0,14950.0,8.0,1.0,0.42857142857142855
PRV51467,No,5.0,59800.0,11960.0,5.0,2.0,580.0,290.0,2.0,7.0,60380.0,7.0,0.875,1.6666666666666667
PRV51468,No,10.0,72000.0,7200.0,10.0,20.0,6410.0,320.5,18.0,30.0,78410.0,28.0,1.0344827586206897,0.47619047619047616
PRV51469,No,,,,,1.0,30.0,30.0,1.0,1.0,30.0,1.0,0.5,0.0
PRV51470,No,3.0,24000.0,8000.0,3.0,5.0,3970.0,794.0,5.0,8.0,27970.0,8.0,0.8888888888888888,0.5
PRV51471,Yes,100.0,986300.0,9863.0,96.0,2.0,110.0,55.0,2.0,102.0,986410.0,98.0,1.0303030303030303,33.333333333333336
PRV51472,No,,,,,1.0,500.0,500.0,1.0,1.0,500.0,1.0,0.5,0.0
PRV51474,No,20.0,177400.0,8870.0,17.0,5.0,410.0,82.0,4.0,25.0,177810.0,21.0,1.1363636363636365,3.3333333333333335
PRV51475,No,5.0,38000.0,7600.0,5.0,4.0,430.0,107.5,4.0,9.0,38430.0,9.0,0.9,1.0
PRV51476,No,3.0,11000.0,3666.6666666666665,3.0,2.0,120.0,60.0,2.0,5.0,11120.0,5.0,0.8333333333333334,1.0
PRV51477,No,,,,,1.0,90.0,90.0,1.0,1.0,90.0,1.0,0.5,0.0
PRV51478,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51479,No,8.0,45000.0,5625.0,8.0,15.0,1430.0,95.33333333333333,13.0,23.0,46430.0,21.0,1.0454545454545454,0.5
PRV51480,Yes,,,,,133.0,37010.0,278.2706766917293,43.0,133.0,37010.0,43.0,3.022727272727273,0.0
PRV51482,Yes,7.0,156000.0,22285.714285714286,7.0,7.0,960.0,137.14285714285714,7.0,14.0,156960.0,14.0,0.9333333333333333,0.875
PRV51483,No,2.0,19000.0,9500.0,2.0,3.0,160.0,53.333333333333336,3.0,5.0,19160.0,5.0,0.8333333333333334,0.5
PRV51484,No,1.0,5000.0,5000.0,1.0,4.0,380.0,95.0,4.0,5.0,5380.0,5.0,0.8333333333333334,0.2
PRV51486,No,,,,,7.0,1440.0,205.71428571428572,5.0,7.0,1440.0,5.0,1.1666666666666667,0.0
PRV51487,No,,,,,1.0,90.0,90.0,1.0,1.0,90.0,1.0,0.5,0.0
PRV51488,No,2.0,10000.0,5000.0,2.0,23.0,5930.0,257.82608695652175,21.0,25.0,15930.0,23.0,1.0416666666666667,0.08333333333333333
PRV51490,Yes,26.0,192000.0,7384.615384615385,24.0,,,,,26.0,192000.0,24.0,1.04,26.0
PRV51491,No,7.0,42000.0,6000.0,7.0,1.0,20.0,20.0,1.0,8.0,42020.0,8.0,0.8888888888888888,3.5
PRV51492,No,8.0,75000.0,9375.0,8.0,5.0,3580.0,716.0,5.0,13.0,78580.0,13.0,0.9285714285714286,1.3333333333333333
PRV51494,No,,,,,3.0,1750.0,583.3333333333334,3.0,3.0,1750.0,3.0,0.75,0.0
PRV51495,Yes,52.0,490000.0,9423.076923076924,43.0,4.0,400.0,100.0,4.0,56.0,490400.0,47.0,1.1666666666666667,10.4
PRV51496,No,,,,,13.0,5600.0,430.7692307692308,10.0,13.0,5600.0,10.0,1.1818181818181819,0.0
PRV51497,No,3.0,96000.0,32000.0,3.0,2.0,930.0,465.0,2.0,5.0,96930.0,5.0,0.8333333333333334,1.0
PRV51499,No,1.0,1000.0,1000.0,1.0,34.0,2280.0,67.05882352941177,26.0,35.0,3280.0,27.0,1.25,0.02857142857142857
PRV51500,No,,,,,1.0,200.0,200.0,1.0,1.0,200.0,1.0,0.5,0.0
PRV51501,Yes,134.0,1198880.0,8946.865671641792,124.0,,,,,134.0,1198880.0,124.0,1.072,134.0
PRV51502,No,,,,,2.0,800.0,400.0,2.0,2.0,800.0,2.0,0.6666666666666666,0.0
PRV51503,No,,,,,7.0,6220.0,888.5714285714286,6.0,7.0,6220.0,6.0,1.0,0.0
PRV51504,No,,,,,9.0,4310.0,478.8888888888889,8.0,9.0,4310.0,8.0,1.0,0.0
PRV51505,No,,,,,2.0,350.0,175.0,2.0,2.0,350.0,2.0,0.6666666666666666,0.0
PRV51507,Yes,5.0,32000.0,6400.0,5.0,69.0,26190.0,379.5652173913044,48.0,74.0,58190.0,53.0,1.3703703703703705,0.07142857142857142
PRV51508,No,7.0,101000.0,14428.57142857143,6.0,10.0,4210.0,421.0,10.0,17.0,105210.0,16.0,1.0,0.6363636363636364
PRV51509,No,,,,,80.0,41500.0,518.75,35.0,80.0,41500.0,35.0,2.2222222222222223,0.0
PRV51510,No,,,,,3.0,860.0,286.6666666666667,3.0,3.0,860.0,3.0,0.75,0.0
PRV51511,No,,,,,2.0,480.0,240.0,2.0,2.0,480.0,2.0,0.6666666666666666,0.0
PRV51514,No,11.0,102000.0,9272.727272727272,11.0,7.0,1160.0,165.71428571428572,6.0,18.0,103160.0,17.0,1.0,1.375
PRV51515,No,,,,,4.0,2930.0,732.5,4.0,4.0,2930.0,4.0,0.8,0.0
PRV51516,No,3.0,25000.0,8333.333333333334,3.0,3.0,200.0,66.66666666666667,3.0,6.0,25200.0,6.0,0.8571428571428571,0.75
PRV51517,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51518,No,2.0,6000.0,3000.0,2.0,2.0,130.0,65.0,2.0,4.0,6130.0,4.0,0.8,0.6666666666666666
PRV51521,No,,,,,6.0,270.0,45.0,3.0,6.0,270.0,3.0,1.5,0.0
PRV51522,No,8.0,114000.0,14250.0,8.0,8.0,3670.0,458.75,8.0,16.0,117670.0,16.0,0.9411764705882353,0.8888888888888888
PRV51523,No,41.0,421000.0,10268.292682926829,41.0,1.0,60.0,60.0,1.0,42.0,421060.0,42.0,0.9767441860465116,20.5
PRV51525,No,,,,,7.0,1620.0,231.42857142857142,7.0,7.0,1620.0,7.0,0.875,0.0
PRV51526,No,3.0,19000.0,6333.333333333333,3.0,3.0,880.0,293.3333333333333,3.0,6.0,19880.0,6.0,0.8571428571428571,0.75
PRV51527,No,,,,,1.0,400.0,400.0,1.0,1.0,400.0,1.0,0.5,0.0
PRV51528,No,,,,,1.0,200.0,200.0,1.0,1.0,200.0,1.0,0.5,0.0
PRV51529,No,,,,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0
PRV51531,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51532,No,5.0,54000.0,10800.0,5.0,,,,,5.0,54000.0,5.0,0.8333333333333334,5.0
PRV51533,No,9.0,57000.0,6333.333333333333,9.0,2.0,40.0,20.0,2.0,11.0,57040.0,11.0,0.9166666666666666,3.0
PRV51534,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51535,No,2.0,28000.0,14000.0,2.0,31.0,4210.0,135.80645161290323,26.0,33.0,32210.0,28.0,1.1379310344827587,0.0625
PRV51536,No,3.0,26000.0,8666.666666666666,3.0,,,,,3.0,26000.0,3.0,0.75,3.0
PRV51539,Yes,44.0,450000.0,10227.272727272728,43.0,32.0,9800.0,306.25,30.0,76.0,459800.0,73.0,1.027027027027027,1.3333333333333333
PRV51540,No,5.0,45000.0,9000.0,5.0,1.0,40.0,40.0,1.0,6.0,45040.0,6.0,0.8571428571428571,2.5
PRV51541,No,,,,,1.0,50.0,50.0,1.0,1.0,50.0,1.0,0.5,0.0
PRV51542,Yes,57.0,590000.0,10350.877192982456,47.0,2.0,2600.0,1300.0,2.0,59.0,592600.0,49.0,1.18,19.0
PRV51544,No,27.0,253000.0,9370.37037037037,27.0,16.0,3700.0,231.25,16.0,43.0,256700.0,43.0,0.9772727272727273,1.588235294117647
PRV51546,No,5.0,50000.0,10000.0,5.0,1.0,40.0,40.0,1.0,6.0,50040.0,6.0,0.8571428571428571,2.5
PRV51547,No,,,,,1.0,400.0,400.0,1.0,1.0,400.0,1.0,0.5,0.0
PRV51549,No,4.0,25000.0,6250.0,4.0,1.0,60.0,60.0,1.0,5.0,25060.0,5.0,0.8333333333333334,2.0
PRV51550,No,12.0,84000.0,7000.0,12.0,4.0,550.0,137.5,4.0,16.0,84550.0,16.0,0.9411764705882353,2.4
PRV51551,No,1.0,9000.0,9000.0,1.0,4.0,920.0,230.0,4.0,5.0,9920.0,5.0,0.8333333333333334,0.2
PRV51552,No,8.0,63000.0,7875.0,8.0,1.0,0.0,0.0,1.0,9.0,63000.0,9.0,0.9,4.0
PRV51553,No,1.0,5000.0,5000.0,1.0,1.0,600.0,600.0,1.0,2.0,5600.0,2.0,0.6666666666666666,0.5
PRV51554,No,1.0,9000.0,9000.0,1.0,,,,,1.0,9000.0,1.0,0.5,1.0
PRV51555,No,,,,,1.0,200.0,200.0,1.0,1.0,200.0,1.0,0.5,0.0
PRV51556,No,5.0,55000.0,11000.0,5.0,5.0,3260.0,652.0,5.0,10.0,58260.0,10.0,0.9090909090909091,0.8333333333333334
PRV51557,No,1.0,11000.0,11000.0,1.0,1.0,1800.0,1800.0,1.0,2.0,12800.0,2.0,0.6666666666666666,0.5
PRV51558,No,2.0,15000.0,7500.0,2.0,1.0,60.0,60.0,1.0,3.0,15060.0,3.0,0.75,1.0
PRV51560,Yes,130.0,1289000.0,9915.384615384615,108.0,3.0,1770.0,590.0,3.0,133.0,1290770.0,111.0,1.1875,32.5
PRV51562,No,,,,,1.0,50.0,50.0,1.0,1.0,50.0,1.0,0.5,0.0
PRV51563,No,,,,,1.0,600.0,600.0,1.0,1.0,600.0,1.0,0.5,0.0
PRV51564,No,,,,,2.0,900.0,450.0,2.0,2.0,900.0,2.0,0.6666666666666666,0.0
PRV51566,No,11.0,53000.0,4818.181818181818,11.0,1.0,50.0,50.0,1.0,12.0,53050.0,12.0,0.9230769230769231,5.5
PRV51567,Yes,,,,,99.0,24300.0,245.45454545454547,55.0,99.0,24300.0,55.0,1.7678571428571428,0.0
PRV51568,No,4.0,38000.0,9500.0,4.0,4.0,750.0,187.5,4.0,8.0,38750.0,8.0,0.8888888888888888,0.8
PRV51569,No,,,,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0
PRV51570,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51571,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51572,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51573,No,2.0,19000.0,9500.0,2.0,7.0,3380.0,482.85714285714283,5.0,9.0,22380.0,7.0,1.125,0.25
PRV51574,Yes,,,,,261.0,60170.0,230.53639846743295,104.0,261.0,60170.0,104.0,2.4857142857142858,0.0
PRV51576,No,3.0,17000.0,5666.666666666667,3.0,10.0,4450.0,445.0,10.0,13.0,21450.0,13.0,0.9285714285714286,0.2727272727272727
PRV51577,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51578,Yes,67.0,799000.0,11925.373134328358,66.0,88.0,33990.0,386.25,79.0,155.0,832990.0,145.0,1.0616438356164384,0.7528089887640449
PRV51579,No,9.0,109000.0,12111.111111111111,8.0,4.0,650.0,162.5,3.0,13.0,109650.0,11.0,1.0833333333333333,1.8
PRV51580,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51582,No,1.0,12000.0,12000.0,1.0,,,,,1.0,12000.0,1.0,0.5,1.0
PRV51583,No,1.0,15000.0,15000.0,1.0,,,,,1.0,15000.0,1.0,0.5,1.0
PRV51584,Yes,10.0,137000.0,13700.0,10.0,3.0,960.0,320.0,3.0,13.0,137960.0,13.0,0.9285714285714286,2.5
PRV51585,No,2.0,56000.0,28000.0,2.0,,,,,2.0,56000.0,2.0,0.6666666666666666,2.0
PRV51586,Yes,3.0,51000.0,17000.0,3.0,,,,,3.0,51000.0,3.0,0.75,3.0
PRV51587,No,,,,,1.0,200.0,200.0,1.0,1.0,200.0,1.0,0.5,0.0
PRV51588,No,1.0,7000.0,7000.0,1.0,2.0,110.0,55.0,2.0,3.0,7110.0,3.0,0.75,0.3333333333333333
PRV51590,Yes,50.0,488000.0,9760.0,49.0,,,,,50.0,488000.0,49.0,1.0,50.0
PRV51592,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51593,Yes,7.0,76000.0,10857.142857142857,7.0,3.0,580.0,193.33333333333334,3.0,10.0,76580.0,10.0,0.9090909090909091,1.75
PRV51595,No,,,,,4.0,180.0,45.0,3.0,4.0,180.0,3.0,1.0,0.0
PRV51596,No,2.0,23000.0,11500.0,2.0,2.0,1790.0,895.0,2.0,4.0,24790.0,4.0,0.8,0.6666666666666666
PRV51598,No,38.0,381000.0,10026.315789473685,38.0,30.0,7900.0,263.3333333333333,27.0,68.0,388900.0,65.0,1.0303030303030303,1.2258064516129032
PRV51599,No,3.0,16000.0,5333.333333333333,3.0,,,,,3.0,16000.0,3.0,0.75,3.0
